,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
10,5.322,2.526,3.418,3.129,3.604,2.953,3.746,3.869,3.244,3.158,0,2.135,5.119,4.316,3.03,4.936,1.28,2.204,3.087,4.617,4.171,3.021,4.834,3.348,3.699,2.825,3.81,2.295,3.375,2.732,3.252,4.325,4.344,2.833,1.194,2.184,3.725,4.332,4.329,2.813,2.413,4.3,0.921,2.475,4.981,4.258,3.781,3.203,1.688,4.917,4.226,2.456,3.69,3.92,0.939,2.228,2.862,3.55,4.341,9.316,7.122,10.609,7.017,9.49,10.915,7.558,9.045,8.983,8.401,11.201,8.395,7.196,7.976,9.696,10.543,7.615,10.622,9.172,8.367,10.335,10.978,7.754,9.045,7.959,10.604,10.338,9.798,10.969,8.077,10.748,6.821,8.345,10.731,9.124,8.488,8.746,7.51,11.279,4.903,7.657,5.983,4.549,6.634,7.588,10.105,5.095,4.663,5.279,7.806,11.271,6.952,10.036,6.503,6.413,7.022,3.829,5.822,7.152,7.317,7.798,5.947,10.6,5.972,10.982,6.884,8.529,9.652,6.715,5.243,7.286,6.785,6.312,7.251,6.66,8.117,5.108,13.913,12.713,16.634,11.836,20.729,11.262,22.63,25.765,10.593,12.364,13.639,12.937,13.414,10.242,13.118,11.25,11.923,12.851,10.923,22.916,12.111,18.526,10.901,10.325,13.32,13.185,10.968,13.85,21.573,15.803,12.76,10.288,9.78,16.958,14.386,14.152,9.757,9.922,14.046,14.229,15.873,10.436,14.732,10.821,10.514,9.691,15.451,11.204,17.211,14.637,9.515,9.686,11.248,14.262,10.053,10.194,10.709,10.509,14.55,13.84,13.345,16.04,7.721,7.104,9.156,9.743,9.75,8.224,9.517,7.35,7.18,6.801,8.539,8.696,10.269,8.539,9.299,7.946,7.946,7.562,8.722,7.024,8.897,8.79,9.027,8.826,8.764,9.188,9.727,7.816,13.027,19.586,16.083,14.849,15.389,14.761,15.8,16.378,20.184,20.357,19.02,18.338,9.654,14.817,18.18,16.338,15.236,14.719,15.228,19.923,17.076,15.187,15.578,14.889,20.316,15.464,15.396,18.412,11.373,12.156,17.202,25.083,27.422,36.79,12.403,11.536,27.957,17.084,25.651,11.477,26.2,11.89,22.836,24.634,12.755,22.806,16.856,26.595,11.801,23.109,11.049,11.678,33.182,11.532,26.676,11.752,8.624,7.671,6.963,8.08,7.72,5.986,6.064,6.561,6.38,9.1,8.326,5.847,9.4,6.481,7.324,5.508,7.103,6.209,8.228
11,3.371,3.136,1.518,3.707,4.182,2.491,3.18,4.243,2.494,1.06,2.139,0,2.548,2.145,1.265,2.542,1.522,1.291,2.753,2.666,3.687,0.923,4.084,2.402,4.277,1.067,3.06,3.014,2.707,3.342,3.323,3.759,4.586,3.584,3.163,3.076,4.303,4.574,5.08,3.564,3.305,4.542,1.843,0.845,2.76,3.508,3.215,3.781,2.61,2.966,3.476,2.527,3.124,3.17,2.752,2.299,0.962,3.621,5.092,6.911,5.674,8.204,5.249,6.175,8.51,5.79,7.224,7.208,6.357,9.113,5.99,5.513,5.571,7.291,8.138,6.167,8.724,7.274,5.962,7.93,8.573,5.933,7.224,5.554,8.706,7.933,7.393,8.564,6.256,8.85,5.373,6.524,8.326,6.719,6.72,6.341,5.649,8.874,3.83,6.55,4.91,2.791,5.561,7.629,8.816,4.022,3.59,3.446,6.733,10.198,5.879,8.747,5.43,3.808,5.949,2.756,3.148,6.079,6.244,6.725,4.874,9.311,4.899,10.5,5.811,7.456,8.363,5.642,4.17,7.327,5.712,5.239,7.292,3.843,7.044,4.035,18.228,14.862,20.345,13.985,15.948,13.411,17.849,23.37,12.742,14.513,17.511,20.256,15.563,12.391,15.267,13.399,20.042,20.765,13.072,18.135,17.155,22.237,13.05,12.474,15.469,17.382,13.117,17.288,16.792,19.514,14.909,12.437,9.009,17.536,14.964,8.865,10.335,9.151,9.66,9.843,10.106,9.665,15.31,11.399,11.092,8.92,9.248,11.165,17.789,15.215,10.093,10.264,11.209,10.265,9.282,9.423,10.444,11.087,9.939,9.867,9.949,16.618,5.623,7.145,7.058,9.784,7.849,6.126,8.16,5.252,5.082,4.703,6.441,8.737,7.679,6.441,9.34,5.848,5.848,5.464,6.624,4.926,6.799,6.692,9.068,6.372,6.666,7.09,9.768,5.718,10.622,19.627,16.124,9.296,10.781,10.153,15.841,11.416,20.225,19.284,17.947,18.379,7.556,10.209,18.221,16.379,15.277,8.849,8.931,19.964,17.117,10.579,10.616,10.281,19.243,10.856,10.434,17.339,9.475,10.258,16.129,13.336,15.222,15.851,9.998,9.638,16.462,10.961,13.451,9.579,14,9.485,10.474,12.788,10.35,10.665,15.783,14.395,9.903,10.322,9.151,9.78,24.267,9.634,14.476,9.347,6.17,5.217,4.636,5.626,5.266,3.888,4.113,4.107,3.926,6.646,5.872,3.749,6.946,4.29,4.424,3.337,4.649,4.111,5.774
12,1.207,6.52,2.305,6.861,7.336,4.46,3.115,6.317,3.221,1.323,5.254,2.626,0,0.904,2.053,1.693,4.319,4.152,4.722,0.502,4.784,1.717,4.212,4.371,7.431,2.89,3.646,5.899,4.676,6.726,4.663,4.627,7.74,6.927,6.278,6.46,6.268,7.728,8.089,6.948,6.689,7.696,4.958,3.654,0.596,4.094,3.15,6.935,5.683,0.802,4.062,4.601,3.059,3.182,5.599,4.373,2.054,4.961,8.101,5.402,4.165,5.42,3.74,4.666,5.726,4.281,5.715,5.699,4.848,7.604,4.481,4.004,4.062,4.507,5.354,4.658,7.215,5.765,4.453,5.194,5.789,4.424,5.715,4.045,7.197,6.424,4.609,5.78,4.747,7.341,3.864,5.015,5.542,5.21,5.211,4.832,4.14,6.09,5.799,7.004,6.879,4.129,7.53,9.598,10.785,5.517,5.559,4.784,8.702,12.167,5.994,10.716,7.399,5.146,7.918,4.725,4.486,8.048,8.213,8.694,6.843,11.28,5.705,12.469,6.392,9.425,10.332,7.611,6.139,9.296,7.681,5.693,7.258,5.181,9.013,6.004,18.503,16.831,22.314,15.954,16.223,15.38,18.124,21.259,14.711,16.482,17.786,22.225,18.745,14.36,18.449,15.368,22.011,22.734,15.041,18.41,19.124,24.206,15.019,14.443,18.651,17.657,15.086,17.563,17.067,21.483,16.878,14.406,8.96,15.661,11.457,8.816,11.512,9.102,9.611,9.794,9.038,9.616,11.931,11.018,10.508,8.871,9.199,11.116,15.914,11.836,11.185,11.916,11.16,10.216,9.233,9.374,10.395,10.576,9.89,9.818,9.9,14.743,3.705,9.114,5.14,6.443,5.931,4.208,6.242,3.334,3.164,2.785,4.523,6.73,5.761,4.523,6.708,3.93,3.93,3.546,4.706,3.008,4.881,4.774,6.384,4.208,4.748,5.172,7.744,3.8,7.886,14.559,10.844,7.234,7.988,7.36,10.561,9.008,15.157,13.609,12.272,11.68,5.638,7.416,10.629,11.099,9.997,6.787,7.013,14.896,12.049,7.786,8.208,7.488,13.568,8.063,8.026,11.664,7.966,8.749,8.616,11.827,13.713,14.342,7.214,8.129,14.953,8.177,11.942,8.07,12.491,6.701,8.965,11.279,7.566,9.156,8.27,12.886,8.394,8.813,7.642,8.271,18.592,8.125,12.967,6.563,4.006,3.053,3.127,3.462,3.102,2.19,1.949,1.943,1.762,4.482,3.708,1.831,4.782,2.126,2.706,1.467,2.485,2.193,3.61
13,1.107,6.07,3.097,6.411,6.886,4.709,2.665,5.867,2.771,1.522,4.804,2.825,0.904,0,2.252,1.303,3.869,4.401,4.971,0.402,4.334,1.939,3.762,4.62,6.981,3.682,3.196,5.449,4.925,6.276,4.213,4.237,7.29,6.477,5.828,6.01,5.818,7.278,7.639,6.498,6.239,7.246,4.508,4.053,0.766,3.644,2.7,6.485,5.233,0.702,3.612,4.151,2.609,2.732,5.573,3.923,2.846,4.511,7.651,5.012,3.775,6.305,3.35,4.276,6.611,3.891,5.325,5.309,4.458,7.214,4.091,3.614,3.672,5.392,6.239,4.268,6.825,5.375,4.063,6.031,6.674,4.034,5.325,3.655,6.807,6.034,5.494,6.665,4.357,6.951,3.474,4.625,6.427,4.82,4.821,4.442,3.75,6.975,6.048,7.796,7.128,4.921,7.779,9.847,11.034,6.24,5.808,5.576,8.951,12.416,6.786,10.965,7.648,5.938,8.167,4.974,5.278,8.297,8.462,8.943,7.092,11.529,7.117,12.718,7.184,9.674,10.581,7.86,6.388,9.545,7.93,6.485,9.51,5.973,9.262,6.253,18.053,19.625,22.563,16.203,15.773,15.629,17.674,20.809,14.96,18.253,17.336,22.474,18.295,14.609,17.999,15.617,22.26,19.96,15.29,17.96,19.373,24.455,15.268,14.692,18.201,17.207,15.335,17.113,16.617,21.732,18.055,14.655,8.57,15.271,11.067,8.426,11.122,8.712,9.221,9.404,8.648,9.226,11.541,10.628,10.118,8.481,8.809,10.726,15.524,11.446,10.735,11.526,10.77,9.826,8.843,8.984,10.005,10.186,9.5,9.428,9.51,14.353,4.421,9.363,5.856,7.159,6.647,4.924,6.958,4.05,3.88,3.501,5.239,7.446,6.477,5.239,7.424,4.646,4.646,4.262,5.422,3.724,5.597,5.49,7.1,4.611,5.464,5.888,8.46,4.516,8.723,15.275,11.56,8.342,8.882,8.254,11.277,9.517,15.873,14.503,13.166,12.396,6.354,8.31,11.345,11.815,10.713,8.212,7.729,15.612,12.765,8.68,8.717,8.382,14.462,8.957,8.535,12.558,7.576,8.359,9.501,11.437,13.323,13.952,8.099,7.739,14.563,9.062,11.552,7.68,12.101,7.586,8.575,10.889,8.451,8.766,9.155,12.496,8.004,8.423,7.252,7.881,19.486,7.735,12.577,7.448,4.409,3.456,2.737,3.865,3.505,2.982,1.849,2.346,2.165,4.885,4.111,2.547,5.185,2.266,3.109,1.367,2.888,2.909,4.013
14,5.022,3.257,2.569,3.828,4.303,2.121,3.449,4.364,2.615,2.304,2.26,1.281,4.819,4.016,0,4.636,1.643,1.419,2.203,4.317,3.808,2.167,4.205,2.516,4.398,1.976,3.181,3.135,2.543,3.463,3.444,4.111,4.707,3.705,3.284,3.197,4.424,4.695,5.201,3.685,3.426,4.663,1.964,0.746,4.681,3.629,3.392,3.902,2.731,4.617,3.597,2.648,3.276,3.291,2.88,2.42,2.013,3.742,5.213,9.016,6.822,10.309,6.717,9.19,10.615,7.258,8.745,8.683,8.101,10.901,8.095,6.896,7.676,9.396,10.243,7.315,10.322,8.872,8.067,10.035,10.678,7.454,8.745,7.659,10.304,10.038,9.498,10.669,7.777,10.448,6.521,8.045,10.431,8.824,8.188,8.446,7.21,10.979,4.071,7.035,5.151,3.7,5.802,6.966,9.483,4.263,3.831,4.447,6.974,10.439,6.12,9.414,5.671,4.717,6.19,2.997,4.057,6.32,6.485,6.966,5.115,9.978,5.14,10.36,6.052,7.697,9.03,5.883,4.411,6.664,5.953,5.48,6.629,4.752,7.285,4.276,16.498,13.664,20.586,12.787,14.218,12.213,16.119,19.254,11.544,13.315,15.781,13.888,14.365,11.193,14.069,12.201,12.874,13.802,11.874,16.405,17.396,22.478,11.852,11.276,14.271,14.136,11.919,15.558,15.062,19.755,13.711,11.239,9.151,17.657,15.085,9.007,10.456,9.293,9.802,9.985,10.248,9.807,15.431,11.52,11.213,9.062,9.39,11.903,17.91,15.336,10.214,10.385,11.947,10.407,9.424,9.565,10.586,11.208,10.081,10.009,10.091,16.739,6.867,6.482,8.302,9.121,9.128,7.37,8.895,6.496,6.326,5.947,7.685,8.074,9.647,7.685,8.677,7.092,7.092,6.708,7.868,6.17,8.043,7.936,8.405,8.526,7.91,8.334,9.105,6.962,12.727,18.964,15.461,12.346,12.886,12.258,15.178,15.546,19.562,19.525,18.188,17.716,8.8,12.314,17.558,15.716,14.614,12.216,10.175,19.301,16.454,12.684,14.746,12.386,19.484,12.961,14.564,17.58,11.073,11.856,16.37,14.934,16.82,17.449,12.103,11.236,18.06,16.252,15.049,11.177,15.598,11.59,12.072,14.386,12.455,12.263,16.024,15.993,11.501,11.92,10.749,11.378,24.508,11.232,16.074,11.452,8.324,7.371,6.663,7.78,7.42,5.132,5.764,6.261,6.08,8.8,8.026,4.993,9.1,6.181,5.668,5.208,6.803,5.355,7.928
15,1.518,5.362,3.157,5.703,6.178,4.506,1.957,5.159,2.063,1.714,4.096,2.622,1.406,0.776,2.049,0,3.161,4.23,4.768,0.904,3.626,2.131,3.054,4.417,6.273,3.082,2.488,4.741,4.722,5.568,3.505,2.536,6.582,5.769,5.12,5.302,5.11,6.57,6.931,5.79,5.531,6.538,3.8,3.345,1.268,2.936,1.992,5.777,4.525,1.204,2.904,3.443,1.901,2.024,4.865,3.215,2.601,3.803,6.943,5.004,3.364,6.297,3.259,4.268,6.603,3.8,5.287,5.225,4.643,7.206,4.083,3.438,3.664,5.384,6.231,3.857,6.817,5.367,4.055,6.023,6.666,3.996,5.287,3.647,6.799,6.026,5.486,6.657,4.319,6.943,3.063,4.587,6.419,4.812,4.73,4.434,3.752,6.967,5.845,8.565,6.925,4.676,7.576,9.644,10.831,6.037,5.605,5.331,8.748,12.213,7.894,10.762,7.445,5.693,7.964,4.771,5.033,8.094,8.259,8.74,6.889,11.326,6.914,12.515,7.826,9.471,10.378,7.657,6.185,9.342,7.727,7.254,9.307,5.728,9.059,6.05,17.345,18.917,22.36,16.935,15.065,16.361,16.966,20.101,15.692,17.545,16.628,19.278,17.587,15.341,17.291,16.349,17.022,19.252,16.022,17.252,19.17,24.252,16,15.424,17.493,16.499,16.067,16.405,15.909,21.529,17.347,15.387,8.159,14.625,10.656,8.015,10.269,8.301,8.81,8.993,9.256,8.815,11.13,10.217,9.707,8.07,8.398,10.315,14.878,11.035,10.027,10.198,10.359,9.415,8.432,8.573,9.594,9.775,9.089,9.017,9.099,12.42,4.923,9.16,6.358,7.661,7.149,5.426,7.46,4.552,4.382,4.003,5.741,7.948,6.979,5.741,7.926,5.148,5.148,4.764,5.924,4.226,6.099,5.992,7.602,5.113,5.966,6.39,8.962,5.018,8.715,15.777,12.062,8.334,8.874,8.246,11.779,9.509,16.375,14.495,13.158,12.898,6.856,8.302,11.847,12.317,11.215,8.204,8.231,16.114,13.267,8.672,8.709,8.374,14.454,8.949,8.527,12.55,7.568,8.351,9.493,11.429,13.315,13.944,8.091,7.731,14.555,9.054,11.544,7.672,12.093,7.578,8.567,10.881,8.443,8.758,9.147,12.488,7.996,8.415,7.244,7.873,19.478,7.727,12.569,7.44,4.911,3.958,2.729,4.367,4.007,3.484,2.26,2.848,2.667,5.762,4.613,3.049,5.687,2.759,3.611,1.678,3.39,3.411,4.515
16,4.766,1.932,2.631,2.612,3.087,2.203,3.19,3.352,2.688,2.371,0.935,1.348,4.563,3.76,2.289,4.38,0,1.417,2.337,4.061,3.654,2.234,4.278,2.598,3.182,2.038,3.254,1.65,2.625,2.138,2.696,3.769,3.491,2.38,1.959,1.872,3.208,3.479,3.876,2.36,2.101,3.447,0.639,1.734,4.425,3.702,3.225,2.686,1.406,4.361,3.67,1.9,3.134,3.364,1.704,1.672,2.075,2.994,3.888,8.76,6.566,10.053,6.461,8.934,10.359,7.002,8.489,8.427,7.845,10.645,7.839,6.64,7.42,9.14,9.987,7.059,10.066,8.616,7.811,9.779,10.422,7.198,8.489,7.403,10.048,9.782,9.242,10.413,7.521,10.192,6.265,7.789,10.175,8.568,7.932,8.19,6.954,10.723,4.153,6.907,5.233,3.762,5.884,6.838,9.355,4.345,3.913,4.529,7.056,10.521,6.202,9.286,5.753,5.663,6.272,3.079,5.072,6.402,6.567,7.048,5.197,9.85,5.222,10.232,6.134,7.779,8.902,5.965,4.493,6.536,6.035,5.562,6.501,5.91,7.367,4.358,15.75,13.013,20.668,12.136,13.47,11.562,15.371,18.506,10.893,12.664,15.033,13.237,13.714,10.542,13.418,11.55,12.223,13.151,11.223,15.657,12.411,22.56,11.201,10.625,13.62,13.485,11.268,14.81,14.314,19.837,13.06,10.588,9.224,16.441,13.869,13.635,9.24,9.366,13.529,13.712,15.356,9.88,14.215,10.304,9.997,9.135,9.463,10.687,16.694,14.12,8.998,9.169,10.731,13.745,9.497,9.638,10.192,9.992,14.033,13.323,12.828,15.523,6.934,6.354,8.369,8.993,9,7.437,8.767,6.563,6.393,6.014,7.752,7.946,9.519,7.752,8.549,7.159,7.159,6.775,7.935,6.237,8.11,8.003,8.277,8.27,7.977,8.401,8.977,7.029,14.857,18.836,15.333,14.099,14.639,14.011,15.05,15.628,19.434,19.607,18.27,17.588,8.867,14.067,17.43,15.588,14.486,13.969,14.478,19.173,16.326,14.437,14.828,14.139,19.566,14.714,14.646,17.662,10.817,11.6,16.452,24.566,26.905,36.273,11.847,10.98,27.44,16.334,25.134,10.921,25.683,11.334,22.319,24.117,12.199,22.289,16.106,26.078,11.245,11.664,10.493,11.122,32.665,10.976,26.159,11.196,8.068,7.115,6.407,7.524,7.164,5.199,5.508,6.005,5.824,8.544,7.77,5.06,8.844,5.925,5.735,4.952,6.547,5.422,7.672
17,4.618,3.247,2.567,3.818,4.293,1.058,3.451,4.395,2.617,2.307,2.25,1.284,3.795,3.392,2.02,4.638,1.633,0,1.146,3.913,3.839,2.17,4.207,1.453,4.388,1.974,3.183,3.125,1.48,3.453,3.475,4.113,4.697,3.695,2.895,3.187,4.414,4.685,5.191,3.675,3.416,4.653,1.954,1.465,4.007,3.631,3.394,3.892,2.721,4.213,3.599,2.679,3.278,3.293,1.748,2.451,2.011,3.773,5.203,8.158,6.824,9.451,6.719,7.422,9.757,7.26,8.747,8.685,8.103,10.903,7.237,6.898,6.818,8.538,9.385,7.317,10.324,8.874,7.209,9.177,9.82,7.456,8.747,6.801,10.306,9.18,8.64,9.811,7.779,10.45,6.523,8.047,9.573,7.966,8.19,7.588,7.212,10.121,3.008,5.762,4.088,3.047,4.739,5.693,8.21,3.2,2.768,3.384,5.911,9.376,5.057,8.141,4.608,4.518,5.127,1.934,3.927,5.257,5.422,5.903,4.052,8.705,4.077,9.087,4.989,6.634,7.757,4.82,3.348,5.391,4.89,4.417,5.356,4.765,6.222,3.213,13.732,12.532,19.523,11.655,15.349,11.081,17.25,22.548,10.412,12.183,13.458,12.756,13.233,10.061,12.937,11.069,11.742,12.67,10.742,17.536,16.333,21.415,10.72,10.144,13.139,13.004,10.787,13.669,16.193,18.692,12.579,10.107,9.153,17.647,15.075,9.009,10.446,9.295,9.804,9.987,10.25,9.809,15.421,11.51,11.203,9.064,9.392,11.893,17.9,15.326,10.204,10.375,11.937,10.409,9.426,9.567,11.398,11.198,10.083,10.011,14.034,16.729,6.87,5.209,11.138,7.848,7.855,7.373,7.622,6.499,6.329,5.95,7.688,6.801,8.374,7.688,7.404,7.095,7.095,6.711,7.871,6.173,10.879,7.939,7.132,7.619,10.746,8.259,7.832,6.965,13.712,17.691,14.188,12.954,13.494,12.866,13.905,14.483,18.289,18.462,17.125,16.443,11.227,12.922,16.285,14.443,13.341,12.824,13.333,18.028,15.181,13.292,13.683,12.994,18.421,13.569,13.501,16.517,11.075,11.858,15.307,21.144,23.03,23.659,15.269,11.238,24.27,15.189,21.259,11.179,21.808,10.732,12.074,20.596,15.885,12.265,14.961,22.203,11.503,11.922,10.751,11.38,23.445,11.234,22.284,10.594,7.417,6.464,5.883,6.873,6.513,5.135,5.36,5.354,5.173,7.893,7.119,4.996,8.193,5.537,5.671,4.584,5.896,5.358,7.021
18,6.342,6.154,3.483,6.406,6.761,1.459,4.809,7.184,3.975,4.031,2.993,3.667,5.519,5.249,4.264,5.646,2.913,1.636,0,5.637,7.486,3.889,5.565,1.232,6.856,2.553,4.541,5.987,0.826,6.36,9.387,5.471,7.165,6.321,3.11,6.264,7.04,7.153,7.514,6.582,6.431,7.121,3.536,2.327,5.731,4.989,4.752,6.48,6.085,5.937,4.957,3.959,4.636,4.651,2.043,3.731,3.385,9.454,7.526,13.269,8.778,12.054,8.353,14.132,12.517,8.894,10.328,10.312,9.461,15.876,9.094,8.617,8.675,12.072,12.769,9.271,15.246,10.378,9.066,11.454,11.648,9.037,10.328,8.658,15.228,13.335,11.83,12.799,9.36,13.97,8.477,9.628,12.016,14.077,9.824,14.075,8.753,12.881,1.377,4.44,2.804,3.433,3.451,6.514,6.706,1.916,1.751,2.406,4.623,8.088,3.769,6.637,3.32,3.23,3.839,1.021,2.949,3.969,4.134,4.517,2.666,7.201,2.789,8.39,3.701,4.85,6.253,3.532,2.06,6.212,3.602,3.129,4.694,3.477,4.836,1.929,13.37,12.17,18.137,11.293,16.345,10.719,20.099,21.162,10.05,11.821,13.096,18.048,12.871,9.699,12.575,10.707,11.38,12.308,10.38,15.438,14.947,20.029,10.358,9.782,12.777,12.642,10.425,13.307,13.678,17.306,12.217,9.745,10.511,20.282,17.71,17.476,13.081,10.653,17.37,17.553,19.197,11.167,18.056,14.145,13.838,19.234,18.775,14.528,20.535,17.961,12.839,13.01,14.572,17.586,10.784,18.256,14.033,13.833,17.874,17.164,16.669,19.364,9.613,6.03,9.855,8.669,8.676,10.244,8.443,11.233,11.063,7.904,10.559,7.622,9.195,10.559,8.225,9.349,9.349,10.596,10.742,10.953,9.596,10.594,7.953,10.532,9.463,10.594,8.653,10.127,12.429,18.512,15.009,11.671,12.211,11.583,14.726,13.2,19.11,17.179,15.842,17.264,9.944,11.639,17.106,15.264,14.162,11.541,11.319,18.849,16.002,12.009,12.4,11.711,17.138,12.286,12.218,15.234,14.179,15.344,14.024,19.861,21.747,22.376,13.986,14.342,22.987,13.906,19.976,18.094,20.525,14.735,19.229,19.313,14.602,19.461,13.678,20.92,17.876,18.063,15.547,18.507,22.162,18.498,21.001,13.354,10.759,8.188,7.74,8.597,8.237,6.854,7.084,7.078,6.897,10.259,8.843,6.95,10.222,7.261,7.625,6.602,7.62,7.312,8.745
19,0.705,6.018,2.695,6.359,6.834,4.85,2.613,5.815,2.719,1.571,4.752,2.874,0.502,0.402,2.301,1.191,3.817,4.542,5.112,0,4.282,2.107,3.71,4.761,6.929,3.28,3.144,5.397,5.066,6.224,4.161,4.125,7.238,6.425,5.776,5.958,5.766,7.226,7.587,6.446,6.187,7.194,4.456,4.001,0.364,3.592,2.648,6.433,5.181,0.3,3.56,4.099,2.557,2.68,5.521,3.871,2.444,4.459,7.599,4.9,3.663,6.193,3.238,4.164,6.499,3.779,5.213,5.197,4.346,7.102,3.979,3.502,3.56,5.28,6.127,4.156,6.713,5.263,3.951,5.919,6.562,3.922,5.213,3.543,6.695,5.922,5.382,6.553,4.245,6.839,3.362,4.513,6.315,4.708,4.709,4.33,3.638,6.863,6.189,7.394,7.269,4.519,7.92,9.988,11.175,5.907,5.949,5.174,9.092,12.557,6.384,11.106,7.789,5.536,8.308,5.115,4.876,8.438,8.603,9.084,7.233,11.67,6.095,12.859,6.782,9.815,10.722,8.001,6.529,9.686,8.071,6.083,7.648,5.571,9.403,6.394,18.001,19.573,22.704,16.344,15.721,15.77,17.622,20.757,15.101,18.201,17.284,22.615,18.243,14.75,17.947,15.758,22.401,23.124,15.431,17.908,19.514,24.596,15.409,14.833,18.149,17.155,15.476,17.061,16.565,21.873,18.003,14.796,8.458,15.159,10.955,8.314,11.01,8.6,9.109,9.292,8.536,9.114,11.429,10.516,10.006,8.369,8.697,10.614,15.412,11.334,10.683,11.414,10.658,9.714,8.731,8.872,9.893,10.074,9.388,9.316,9.398,14.241,4.019,9.504,5.454,6.757,6.245,4.522,6.556,3.648,3.478,3.099,4.837,7.044,6.075,4.837,7.022,4.244,4.244,3.86,5.02,3.322,5.195,5.088,6.698,4.209,5.062,5.486,8.058,4.114,8.611,14.873,11.158,8.23,8.77,8.142,10.875,9.405,15.471,14.391,13.054,11.994,5.952,8.198,10.943,11.413,10.311,6.788,7.327,15.21,12.363,8.568,8.605,8.27,14.35,8.845,8.423,12.446,7.464,8.247,9.389,11.325,13.211,13.84,7.987,7.627,14.451,8.95,11.44,7.568,11.989,7.474,8.463,10.777,8.339,8.654,9.043,12.384,7.892,8.311,7.14,7.769,19.374,7.623,12.465,7.336,4.007,3.054,2.625,3.463,3.103,2.58,1.447,1.944,1.763,4.483,3.709,2.145,4.783,1.946,2.707,0.965,2.486,2.507,3.611
20,5.951,3.133,5.288,2.762,4.975,4.644,3.882,1.597,2.832,4.351,3.601,4.07,5.748,4.945,4.161,5.565,2.666,4.368,4.778,5.246,0,4.214,4.402,5.039,5.07,4.765,3.398,2.592,5.066,3.111,1.128,4.328,2.991,2.975,4.625,3.243,1.453,2.979,3.34,3.135,3.41,2.947,3.305,3.483,5.61,3.685,3.609,2.715,2.69,5.546,3.653,1.815,3.493,3.508,4.37,1.587,4.732,0.83,3.352,9.945,7.751,11.238,7.646,10.119,11.544,8.187,9.674,9.612,9.03,11.83,9.024,7.825,8.605,10.325,11.172,8.244,11.251,9.801,8.996,10.964,11.607,8.383,9.674,8.588,11.233,10.967,10.427,11.598,8.706,11.377,7.45,8.974,11.36,9.753,9.117,9.375,8.139,11.908,9.656,12.93,9.952,6.489,11.941,9.279,15.217,10.405,9.387,10.686,12.887,16.474,12.259,15.425,11.81,11.72,12.329,5.52,11.462,12.303,12.624,11.345,9.762,15.712,11.279,16.776,12.191,12.076,14.72,11.628,10.35,8.977,12.092,11.619,8.942,11.967,11.664,9.832,20.24,21.812,22.463,15.763,17.96,15.189,19.861,22.996,14.52,20.44,19.523,16.864,20.482,14.169,20.186,15.177,15.85,16.778,14.85,20.147,16.038,25.781,14.828,14.252,20.388,19.394,14.895,19.3,18.804,19.749,20.242,14.215,13.377,14.189,11.617,11.383,6.988,13.519,11.277,11.46,13.104,13.838,11.963,8.052,7.745,13.141,12.682,8.435,14.442,11.868,6.746,6.917,8.479,11.493,13.65,12.163,7.94,7.74,11.781,11.071,10.576,13.271,9.265,8.795,10.7,11.434,11.491,9.768,11.208,8.894,8.724,8.345,10.083,10.387,11.321,10.083,10.99,9.49,9.49,9.106,10.266,8.568,10.441,10.334,10.718,9.455,10.308,10.732,11.418,9.36,13.656,21.277,17.774,13.275,13.815,13.187,17.491,25.821,21.875,27.841,27.706,20.029,11.198,13.243,19.871,18.029,16.927,13.145,12.573,21.614,18.767,13.613,13.65,13.315,27.8,13.89,13.468,27.098,12.002,12.785,14.434,22.314,24.653,34.021,13.032,12.165,25.188,13.995,22.882,21.342,23.431,12.519,20.067,21.865,13.384,20.037,14.088,23.826,21.245,20.34,11.678,21.755,30.413,21.038,23.907,12.381,9.253,8.3,7.592,8.709,8.349,7.826,6.693,7.19,7.009,9.729,8.955,7.391,10.029,7.192,7.953,6.137,7.732,7.753,8.857
